episode,step,task,action_x,action_y,action_z,action_gripper,ee_x,ee_y,ee_z,ee_vx,ee_vy,ee_vz,cube_x,cube_y,cube_z,active_target_name,active_target_index,target_x,target_y,target_z,dist_ee_cube,dist_cube_target,reward,success,joint_1,joint_2,joint_3,joint_4,joint_5,joint_6,joint_7,joint_vel_1,joint_vel_2,joint_vel_3,joint_vel_4,joint_vel_5,joint_vel_6,joint_vel_7,cube_roll,cube_pitch,cube_yaw,cube_vx,cube_vy,cube_vz,goal_0_x,goal_0_y,goal_0_z,dist_goal_0,goal_1_x,goal_1_y,goal_1_z,dist_goal_1,goal_2_x,goal_2_y,goal_2_z,dist_goal_2,goal_3_x,goal_3_y,goal_3_z,dist_goal_3,target_changed,timestep
1,33,PUSH,0.019,-0.065,-0.292,0.0,0.092,-0.027,0.112,-0.102,-0.019,-0.443,0.114,-0.0,0.02,target_1,1,0.15,0.1,0.02,0.0987,0.1065,-0.1065,False,-0.03,0.69,-0.01,-1.62,0.01,2.32,0.73,0.06,0.67,-0.11,-0.0,0.09,0.23,0.48,-0.0,0.0,-0.002,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.03600000596046447,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.10628264546564836,-0.10000000149011612,0.0,0.019999999552965164,0.2140000014901161,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23621177137431768,False,32
1,34,PUSH,0.014,-0.062,-0.293,0.0,0.09,-0.03,0.095,-0.039,-0.02,-0.202,0.114,-0.0,0.02,target_1,1,0.15,0.1,0.02,0.0844,0.1065,-0.1065,False,-0.03,0.72,-0.01,-1.62,0.01,2.33,0.73,-0.02,0.33,-0.01,0.04,0.02,0.12,0.03,-0.0,0.0,-0.002,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.03600000596046447,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.10628264546564836,-0.10000000149011612,0.0,0.019999999552965164,0.2140000014901161,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23621177137431768,False,33
1,35,PUSH,0.024,-0.066,-0.292,0.0,0.09,-0.033,0.081,-0.038,-0.022,-0.214,0.114,-0.0,0.02,target_1,1,0.15,0.1,0.02,0.0728,0.1065,-0.1065,False,-0.04,0.75,-0.01,-1.61,0.01,2.36,0.73,-0.03,0.35,-0.0,0.02,0.01,0.19,-0.03,-0.0,0.0,-0.002,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.03600000596046447,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.10628264546564836,-0.10000000149011612,0.0,0.019999999552965164,0.2140000014901161,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23621177137431768,False,34
1,36,PUSH,0.03,-0.068,-0.291,0.0,0.09,-0.036,0.066,-0.039,-0.022,-0.207,0.114,-0.0,0.02,target_1,1,0.15,0.1,0.02,0.0628,0.1065,-0.1065,False,-0.04,0.78,-0.01,-1.61,0.01,2.38,0.73,-0.03,0.35,-0.0,0.04,0.01,0.17,-0.03,-0.0,0.0,-0.002,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.03600000596046447,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.10628264546564836,-0.10000000149011612,0.0,0.019999999552965164,0.2140000014901161,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23621177137431768,False,35
1,37,PUSH,0.04,-0.071,-0.289,0.0,0.09,-0.039,0.052,-0.043,-0.023,-0.21,0.114,-0.0,0.02,target_1,1,0.15,0.1,0.02,0.0551,0.1065,-0.1065,False,-0.05,0.8,-0.01,-1.6,0.01,2.4,0.72,-0.04,0.36,-0.0,0.06,0.01,0.16,-0.04,-0.0,0.0,-0.002,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.03600000596046447,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.10628264546564836,-0.10000000149011612,0.0,0.019999999552965164,0.2140000014901161,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23621177137431768,False,36
1,38,PUSH,0.058,-0.076,-0.284,0.0,0.09,-0.042,0.037,-0.041,-0.024,-0.207,0.114,-0.0,0.02,target_1,1,0.15,0.1,0.02,0.0508,0.1065,-0.1065,False,-0.05,0.83,-0.01,-1.59,0.01,2.42,0.72,-0.04,0.37,0.0,0.09,0.0,0.14,-0.04,-0.0,0.0,-0.002,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.03600000596046447,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.10628264546564836,-0.10000000149011612,0.0,0.019999999552965164,0.2140000014901161,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23621177137431768,False,37
1,39,PUSH,0.098,-0.084,-0.271,0.0,0.091,-0.045,0.023,-0.037,-0.026,-0.205,0.114,-0.0,0.02,target_1,1,0.15,0.1,0.02,0.0504,0.1065,-0.1065,False,-0.06,0.87,-0.01,-1.57,0.01,2.43,0.71,-0.04,0.39,0.0,0.14,0.0,0.11,-0.04,-0.0,0.0,-0.002,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.03600000596046447,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.10628264546564836,-0.10000000149011612,0.0,0.019999999552965164,0.2140000014901161,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23621177137431768,False,38
1,40,PUSH,0.113,0.278,-0.006,0.0,0.094,-0.035,0.023,0.045,0.193,0.029,0.116,0.008,0.021,target_1,1,0.15,0.1,0.02,0.0484,0.098,-0.098,False,-0.04,0.87,-0.01,-1.56,0.01,2.43,0.73,0.27,0.01,0.01,0.09,-0.01,-0.01,0.14,-0.031,0.0,-0.02,0.076,0.276,0.0,0.15000000596046448,0.0,0.019999999552965164,0.034942816231747685,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.09808669981392511,-0.10000000149011612,0.0,0.019999999552965164,0.21615041208525196,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23477862108549322,False,39
1,41,PUSH,0.114,0.277,-0.005,0.0,0.098,-0.023,0.023,0.025,0.121,0.0,0.12,0.021,0.02,target_1,1,0.15,0.1,0.02,0.0499,0.0845,-0.0845,False,-0.03,0.88,-0.01,-1.55,0.01,2.43,0.75,0.16,0.05,0.01,0.1,-0.01,-0.04,0.12,-0.01,0.0,-0.02,0.059,0.262,-0.042,0.15000000596046448,0.0,0.019999999552965164,0.036619671730204036,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.0845044412623754,-0.10000000149011612,0.0,0.019999999552965164,0.2210000014833735,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.2337541462543273,False,40
1,42,PUSH,0.117,0.276,-0.006,0.0,0.101,-0.012,0.023,0.024,0.129,0.001,0.122,0.031,0.02,target_1,1,0.15,0.1,0.02,0.0483,0.0745,-0.0745,False,-0.01,0.89,-0.01,-1.53,0.01,2.42,0.76,0.18,0.06,0.01,0.11,-0.01,-0.05,0.13,0.002,-0.0,-0.02,0.033,0.196,0.002,0.15000000596046448,0.0,0.019999999552965164,0.041773201143628515,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.07446476038652158,-0.10000000149011612,0.0,0.019999999552965164,0.22415396641953841,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23247580705795515,False,41
1,43,PUSH,0.121,0.275,-0.007,0.0,0.104,-0.001,0.023,0.023,0.133,0.001,0.124,0.042,0.02,target_1,1,0.15,0.1,0.02,0.0483,0.0631,-0.0631,False,0.0,0.9,-0.01,-1.52,0.01,2.41,0.78,0.18,0.06,0.01,0.12,-0.01,-0.06,0.13,0.0,-0.0,-0.021,0.036,0.226,0.0,0.15000000596046448,0.0,0.019999999552965164,0.049396359278232126,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.06356099812619104,-0.10000000149011612,0.0,0.019999999552965164,0.2279034898099896,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.2313871233245824,False,42
1,44,PUSH,0.125,0.273,-0.008,0.0,0.107,0.01,0.023,0.022,0.126,0.001,0.127,0.054,0.02,target_1,1,0.15,0.1,0.02,0.0483,0.0517,-0.0517,False,0.02,0.9,-0.01,-1.5,0.01,2.4,0.8,0.17,0.07,0.01,0.13,-0.01,-0.06,0.12,0.001,0.0,-0.021,0.048,0.217,0.001,0.15000000596046448,0.0,0.019999999552965164,0.05869412469899693,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.0514295674808965,-0.10000000149011612,0.0,0.019999999552965164,0.23333452525614962,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.2316139046206065,False,43
1,45,PUSH,0.13,0.27,-0.009,0.0,0.11,0.021,0.023,0.021,0.125,0.001,0.13,0.064,0.02,target_1,1,0.15,0.1,0.02,0.048,0.0411,-0.0411,False,0.03,0.91,-0.0,-1.48,0.01,2.4,0.81,0.17,0.07,0.01,0.14,-0.01,-0.07,0.12,0.0,0.0,-0.02,0.04,0.208,0.0,0.15000000596046448,0.0,0.019999999552965164,0.06705222023481858,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.04118252476120153,-0.10000000149011612,0.0,0.019999999552965164,0.23873835193670376,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23280034534497965,False,44
1,46,PUSH,0.136,0.267,-0.01,0.0,0.113,0.032,0.023,0.021,0.123,0.001,0.133,0.075,0.02,target_2,2,-0.1,0.0,0.02,0.048,0.2444,-0.2444,False,0.05,0.92,-0.0,-1.46,0.0,2.39,0.83,0.16,0.08,0.01,0.15,-0.01,-0.07,0.12,0.001,0.0,-0.02,0.044,0.207,0.001,0.15000000596046448,0.0,0.019999999552965164,0.07690253703653624,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.030232437499507644,-0.10000000149011612,0.0,0.019999999552965164,0.2447733659824821,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23433736528539345,True,45
1,47,PUSH,0.0,0.0,1.0,0.0,0.1,0.031,0.028,0.058,-0.001,0.414,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0577,0.2457,-0.2457,False,0.05,0.9,-0.0,-1.48,0.0,2.32,0.83,-0.0,-0.71,-0.0,-0.12,-0.0,-0.49,-0.01,0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,46
1,48,PUSH,0.136,0.006,0.991,0.0,0.104,0.031,0.053,0.308,0.014,0.887,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0637,0.2457,-0.2457,False,0.05,0.85,-0.0,-1.49,0.0,2.31,0.83,0.0,-1.34,-0.0,-0.13,-0.0,-0.06,-0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,47
1,49,PUSH,0.122,0.006,0.992,0.0,0.111,0.031,0.092,0.176,0.009,0.695,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0881,0.2457,-0.2457,False,0.05,0.79,-0.0,-1.5,0.0,2.28,0.83,0.0,-1.03,-0.0,-0.04,-0.0,-0.26,0.0,0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,48
1,50,PUSH,0.056,0.003,0.998,0.0,0.112,0.031,0.126,0.17,0.009,0.867,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.1177,0.2457,-0.2457,False,0.05,0.74,-0.0,-1.5,0.0,2.22,0.83,0.0,-1.26,-0.0,0.03,-0.0,-0.47,0.0,-0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,49
1,51,PUSH,0.191,0.009,-0.982,0.0,0.134,0.033,0.14,0.015,0.001,-0.502,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.1286,0.2457,-0.2457,False,0.05,0.74,-0.0,-1.47,0.0,2.29,0.83,-0.0,0.88,0.0,0.19,0.0,0.57,-0.0,-0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,50
1,52,PUSH,0.588,0.767,-0.256,0.0,0.135,0.052,0.12,-0.081,0.826,-0.39,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.103,0.2457,-0.2457,False,0.07,0.83,0.0,-1.36,-0.0,2.19,0.87,1.1,1.05,0.04,1.01,-0.03,-0.79,0.35,-0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,51
1,53,PUSH,0.741,0.671,0.003,0.0,0.144,0.082,0.11,0.062,0.242,-0.154,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0905,0.2457,-0.2457,False,0.11,0.89,0.01,-1.27,-0.01,2.15,0.9,0.28,0.69,0.04,0.86,-0.04,-0.31,0.18,-0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,52
1,54,PUSH,0.92,0.294,0.261,0.0,0.156,0.091,0.11,0.14,0.078,0.089,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0936,0.2457,-0.2457,False,0.12,0.95,0.01,-1.16,-0.01,2.1,0.91,0.08,0.4,0.0,0.93,-0.0,-0.37,0.09,-0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,53
1,55,PUSH,0.914,0.086,0.396,0.0,0.169,0.092,0.121,0.19,0.012,0.387,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.1079,0.2457,-0.2457,False,0.11,0.98,0.01,-1.07,-0.01,2.05,0.91,-0.01,-0.05,-0.0,0.82,0.0,-0.38,-0.01,-0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,54
1,56,PUSH,0.987,0.147,-0.067,0.0,0.18,0.094,0.12,0.018,0.012,-0.292,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.1117,0.2457,-0.2457,False,0.12,1.04,0.01,-0.98,-0.01,2.02,0.91,0.02,0.82,-0.0,0.79,-0.0,-0.21,0.01,-0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,55
1,57,PUSH,0.0,-0.002,-0.3,0.0,0.178,0.094,0.102,-0.066,-0.009,-0.28,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0951,0.2457,-0.2457,False,0.12,1.06,0.01,-0.97,-0.01,2.03,0.91,-0.0,0.37,-0.0,0.01,-0.0,0.08,-0.0,-0.0,0.0,-0.02,0.0,0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,56
1,58,PUSH,0.01,-0.001,-0.3,0.0,0.177,0.094,0.085,-0.06,-0.008,-0.297,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0803,0.2457,-0.2457,False,0.12,1.09,0.01,-0.97,-0.01,2.06,0.91,-0.0,0.4,-0.0,0.0,-0.0,0.17,-0.0,-0.0,0.0,-0.02,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,57
1,59,PUSH,0.017,-0.001,-0.3,0.0,0.176,0.093,0.068,-0.063,-0.008,-0.293,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0665,0.2457,-0.2457,False,0.12,1.11,0.01,-0.97,-0.01,2.08,0.91,-0.0,0.4,-0.0,0.01,-0.0,0.18,-0.0,-0.0,0.0,-0.02,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,58
1,60,PUSH,0.029,0.0,-0.299,0.0,0.175,0.093,0.052,-0.069,-0.009,-0.295,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0545,0.2457,-0.2457,False,0.12,1.14,0.01,-0.97,-0.01,2.1,0.91,-0.0,0.41,-0.0,0.03,-0.0,0.18,-0.0,-0.0,0.0,-0.02,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,59
1,61,PUSH,0.054,0.003,-0.295,0.0,0.174,0.093,0.035,-0.071,-0.009,-0.285,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0458,0.2457,-0.2457,False,0.12,1.17,0.01,-0.96,-0.01,2.12,0.91,-0.0,0.41,-0.0,0.05,-0.0,0.16,-0.0,-0.0,0.0,-0.02,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,60
1,62,PUSH,0.126,0.011,-0.272,0.0,0.173,0.093,0.02,-0.062,-0.009,-0.252,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0424,0.2457,-0.2457,False,0.12,1.2,0.01,-0.95,-0.01,2.14,0.91,-0.0,0.4,-0.0,0.1,-0.0,0.13,-0.0,-0.0,0.0,-0.02,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,61
1,63,PUSH,-0.284,-0.096,0.0,0.0,0.17,0.09,0.015,0.032,-0.02,0.105,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0388,0.2457,-0.2457,False,0.11,1.19,0.01,-0.98,-0.01,2.16,0.9,-0.03,-0.24,-0.0,-0.21,0.0,0.13,-0.03,-0.0,0.0,-0.02,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,62
1,64,PUSH,-0.285,-0.095,0.005,0.0,0.168,0.087,0.014,-0.017,-0.024,-0.015,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0364,0.2457,-0.2457,False,0.11,1.18,0.01,-1.01,-0.01,2.18,0.9,-0.03,-0.09,-0.0,-0.22,0.0,0.15,-0.03,-0.0,0.0,-0.02,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,63
1,65,PUSH,-0.285,-0.092,0.007,0.0,0.165,0.084,0.012,-0.021,-0.024,-0.01,0.133,0.078,0.02,target_2,2,-0.1,0.0,0.02,0.0335,0.2457,-0.2457,False,0.11,1.16,0.01,-1.03,-0.01,2.19,0.9,-0.03,-0.1,-0.0,-0.22,0.0,0.13,-0.03,-0.0,0.0,-0.02,-0.0,-0.0,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07983107291434725,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.027802882372533592,-0.10000000149011612,0.0,0.019999999552965164,0.2457091791008104,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23403632359093157,False,64
1,66,PUSH,-0.286,-0.09,0.008,0.0,0.162,0.081,0.011,-0.024,-0.024,-0.009,0.131,0.077,0.02,target_2,2,-0.1,0.0,0.02,0.0328,0.2433,-0.2433,False,0.1,1.15,0.01,-1.06,-0.01,2.21,0.89,-0.03,-0.11,-0.0,-0.23,0.0,0.13,-0.03,0.0,-0.0,-0.011,-0.022,-0.009,-0.0,0.15000000596046448,0.0,0.019999999552965164,0.07930952166352843,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.029832872725284593,-0.10000000149011612,0.0,0.019999999552965164,0.2434953812466135,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.23214219943168238,False,65
1,67,PUSH,-0.287,-0.088,0.01,0.0,0.159,0.078,0.01,-0.027,-0.024,-0.01,0.128,0.076,0.02,target_2,2,-0.1,0.0,0.02,0.0329,0.2398,-0.2398,False,0.1,1.13,0.01,-1.1,-0.01,2.23,0.89,-0.03,-0.11,-0.0,-0.24,0.0,0.13,-0.03,0.0,-0.0,-0.008,-0.028,-0.008,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07912016343676542,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.032557646318277504,-0.10000000149011612,0.0,0.019999999552965164,0.2403331035864451,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.2292596797324347,False,66
1,68,PUSH,-0.287,-0.086,0.011,0.0,0.155,0.075,0.009,-0.029,-0.024,-0.009,0.124,0.075,0.02,target_2,2,-0.1,0.0,0.02,0.0332,0.2361,-0.2361,False,0.1,1.12,0.01,-1.13,-0.01,2.24,0.89,-0.03,-0.12,-0.0,-0.25,0.0,0.13,-0.02,0.0,-0.0,-0.006,-0.028,-0.009,-0.0,0.15000000596046448,0.0,0.019999999552965164,0.07937884044217444,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.03606938292305535,-0.10000000149011612,0.0,0.019999999552965164,0.23622235429267066,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.22539077341825203,False,67
1,69,PUSH,-0.288,-0.085,0.012,0.0,0.151,0.072,0.008,-0.03,-0.023,-0.007,0.12,0.073,0.02,target_2,2,-0.1,0.0,0.02,0.0335,0.232,-0.232,False,0.09,1.1,0.0,-1.16,-0.01,2.26,0.88,-0.03,-0.12,-0.0,-0.26,0.0,0.14,-0.03,0.0,0.0,-0.007,-0.031,-0.011,-0.0,0.15000000596046448,0.0,0.019999999552965164,0.07892401635514949,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.040360877568434726,-0.10000000149011612,0.0,0.019999999552965164,0.23179516961242116,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.22165062764656762,False,68
1,70,PUSH,-0.288,-0.083,0.014,0.0,0.147,0.07,0.007,-0.033,-0.023,-0.007,0.116,0.072,0.02,target_2,2,-0.1,0.0,0.02,0.034,0.2276,-0.2276,False,0.09,1.09,0.0,-1.2,-0.01,2.28,0.88,-0.03,-0.13,-0.0,-0.27,0.0,0.14,-0.02,-0.0,0.0,-0.009,-0.037,-0.011,-0.0,0.15000000596046448,0.0,0.019999999552965164,0.07962411949473362,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.04404543663943094,-0.10000000149011612,0.0,0.019999999552965164,0.22768399294577157,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.21780725591030403,False,69
1,71,PUSH,-0.288,-0.081,0.015,0.0,0.143,0.067,0.007,-0.033,-0.023,-0.007,0.112,0.069,0.02,target_2,2,-0.1,0.0,0.02,0.0342,0.2227,-0.2227,False,0.09,1.07,0.0,-1.23,-0.01,2.3,0.88,-0.03,-0.13,-0.0,-0.27,0.0,0.15,-0.02,-0.0,0.0,-0.009,-0.031,-0.01,-0.0,0.15000000596046448,0.0,0.019999999552965164,0.07877182524859594,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.049040804901454634,-0.10000000149011612,0.0,0.019999999552965164,0.22294618326360566,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.21425452322925748,False,70
1,72,PUSH,-0.289,-0.079,0.016,0.0,0.138,0.064,0.007,-0.042,-0.024,-0.005,0.107,0.067,0.02,target_2,2,-0.1,0.0,0.02,0.0344,0.2174,-0.2174,False,0.08,1.05,0.0,-1.27,-0.01,2.32,0.87,-0.03,-0.14,-0.0,-0.29,0.0,0.13,-0.03,-0.0,0.0,-0.01,-0.04,-0.013,0.0,0.15000000596046448,0.0,0.019999999552965164,0.07961156016936222,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.05420332656717341,-0.10000000149011612,0.0,0.019999999552965164,0.21757297768084177,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.2096139325408875,False,71
1,73,PUSH,-0.289,-0.078,0.016,0.0,0.133,0.061,0.006,-0.044,-0.023,-0.004,0.102,0.064,0.02,target_2,2,-0.1,0.0,0.02,0.0345,0.2118,-0.2118,False,0.08,1.03,0.0,-1.3,-0.01,2.33,0.87,-0.03,-0.15,-0.0,-0.29,0.0,0.14,-0.03,-0.0,0.0,-0.008,-0.04,-0.016,0.0,0.15000000596046448,0.0,0.019999999552965164,0.08000000357627883,0.15000000596046448,0.10000000149011612,0.019999999552965164,0.060000005662441305,-0.10000000149011612,0.0,0.019999999552965164,0.21189620242469404,-0.10000000149011612,0.10000000149011612,0.019999999552965164,0.20518284701527872,False,72
